first_pokemon,second_pokemon,winner,first_pokemon_name,second_pokemon_name,winner_name
269,187,269,Mega Tyranitar,Pichu,Mega Tyranitar
45,323,323,Jigglypuff,Azurill,Azurill
89,778,778,Magnemite,Klefki,Klefki
151,238,151,Omastar,Magcargo,Omastar
774,667,774,Carbink,Elgyem,Carbink
266,301,301,Larvitar,Swellow,Swellow
602,375,375,Swadloon,Crawdaunt,Crawdaunt
31,490,490,Pikachu,Chatot,Chatot
92,182,92,Doduo,Spinarak,Doduo
588,390,588,Swoobat,Dusclops,Swoobat
476,434,476,Lopunny,  Grotle  ,Lopunny
360,426,426,Trapinch,Rayquaza,Rayquaza
101,21,21,Haunter,Pidgey,Pidgey
267,182,267,Pupitar,Spinarak,Pupitar
245,72,72,Mantine,Mega Alakazam,Mega Alakazam
10,17,17,Squirtle,Weedle,Weedle
110,425,425,Electrode,Primal Groudon,Primal Groudon
244,177,177,Delibird,Furret,Furret
209,465,465,Yanma,Pachirisu,Pachirisu
778,760,778,Klefki,Barbaracle,Klefki
192,721,192,Natu,Chesnaught,Natu
340,110,110,Mega Manectric,Electrode,Electrode
555,443,443,Snivy,Staravia,Staravia
538,82,538,Uxie,Graveler,Uxie
123,434,123,Tangela,  Grotle  ,Tangela
597,627,597,Palpitoad,Carracosta,Palpitoad
409,56,409,Salamence,Diglett,Salamence
458,301,301,Burmy,Swellow,Swellow
65,644,65,Arcanine,Vanillite,Arcanine
584,319,319,Roggenrola,Loudred,Loudred
262,210,210,Blissey,Wooper,Wooper
116,492,116,Hitmonchan,Gible,Hitmonchan
75,480,480,Machamp,Glameow,Glameow
38,302,302,Nidoran♂,Wingull,Wingull
750,656,656,Doublade,Alomomola,Alomomola
453,174,453,Roserade,Croconaw,Roserade
375,509,375,Crawdaunt,Mantyke,Crawdaunt
791,203,791,Noibat,Hoppip,Noibat
617,266,617,Darmanitan Zen Mode,Larvitar,Darmanitan Zen Mode
480,541,541,Glameow,Dialga,Dialga
425,750,425,Primal Groudon,Doublade,Primal Groudon
325,276,276,Skitty,Mega Sceptile,Mega Sceptile
385,157,157,Kecleon,Articuno,Articuno
331,648,648,Aron,Sawsbuck,Sawsbuck
566,34,34,Lillipup,Sandslash,Sandslash
86,502,502,Slowpoke,Skorupi,Skorupi
214,435,214,Murkrow,Torterra,Murkrow
551,778,551,Shaymin Land Forme,Klefki,Shaymin Land Forme
300,354,300,Taillow,Camerupt,Taillow
438,630,438,Infernape,Trubbish,Infernape
209,397,209,Yanma,Glalie,Yanma
582,666,582,Blitzle,Eelektross,Blitzle
52,780,780,Paras,Trevenant,Trevenant
492,417,417,Gible,Registeel,Registeel
519,581,581,Magmortar,Unfezant,Unfezant
11,771,771,Wartortle,Sylveon,Sylveon
725,340,340,Froakie,Mega Manectric,Mega Manectric
286,313,313,Mightyena,Vigoroth,Vigoroth
79,633,633,Tentacool,Zoroark,Zoroark
435,83,435,Torterra,Golem,Torterra
565,55,55,Watchog,Venomoth,Venomoth
313,754,313,Vigoroth,Aromatisse,Vigoroth
247,685,247,Houndour,Golurk,Houndour
698,215,698,Larvesta,Slowking,Larvesta
76,567,567,Bellsprout,Herdier,Herdier
451,21,451,Luxray,Pidgey,Luxray
132,473,132,Mr. Mime,Drifloon,Mr. Mime
500,215,500,Hippopotas,Slowking,Hippopotas
4,13,4,Mega Venusaur,Mega Blastoise,Mega Venusaur
111,188,111,Exeggcute,Cleffa,Exeggcute
39,519,519,Nidorino,Magmortar,Magmortar
129,303,129,Seaking,Pelipper,Seaking
306,39,306,Gardevoir,Nidorino,Gardevoir
752,595,595,Aegislash Shield Forme,Conkeldurr,Conkeldurr
699,458,699,Volcarona,Burmy,Volcarona
708,456,708,Zekrom,Shieldon,Zekrom
102,304,102,Gengar,Ralts,Gengar
399,239,239,Spheal,Swinub,Swinub
37,13,13,Nidoqueen,Mega Blastoise,Mega Blastoise
498,282,498,Lucario,Marshtomp,Lucario
649,489,649,Emolga,Happiny,Emolga
535,189,535,Frost Rotom,Igglybuff,Frost Rotom
147,189,147,Jolteon,Igglybuff,Jolteon
107,32,32,Krabby,Raichu,Raichu
688,350,350,Bouffalant,Mega Sharpedo,Mega Sharpedo
559,540,540,Pignite,Azelf,Azelf
28,44,44,Fearow,Ninetales,Ninetales
277,168,168,Torchic,Bayleef,Bayleef
285,328,328,Poochyena,Mega Sableye,Mega Sableye
650,652,650,Karrablast,Foongus,Karrablast
638,393,393,Gothitelle,Absol,Absol
365,233,233,Swablu,Mega Heracross,Mega Heracross
215,290,215,Slowking,Silcoon,Slowking
576,231,576,Simipour,Shuckle,Simipour
335,333,335,Meditite,Aggron,Meditite
79,392,79,Tentacool,Chimecho,Tentacool
181,41,181,Ledian,Clefairy,Ledian
136,546,136,Magmar,Giratina Origin Forme,Magmar
208,685,685,Sunflora,Golurk,Golurk
634,480,480,Minccino,Glameow,Glameow
481,690,481,Purugly,Braviary,Purugly
262,47,47,Blissey,Zubat,Zubat
87,59,59,Slowbro,Persian,Persian
637,695,695,Gothorita,Deino,Deino
712,74,712,Kyurem Black Kyurem,Machoke,Kyurem Black Kyurem
696,274,274,Zweilous,Grovyle,Grovyle
485,101,101,Bronzor,Haunter,Haunter
484,661,661,Skuntank,Klink,Klink
721,631,631,Chesnaught,Garbodor,Garbodor
354,257,257,Camerupt,Hitmontop,Hitmontop
485,605,605,Bronzor,Whirlipede,Whirlipede
27,798,798,Spearow,Hoopa Confined,Hoopa Confined
604,131,131,Venipede,Starmie,Starmie
336,532,532,Medicham,Rotom,Rotom
298,179,179,Nuzleaf,Noctowl,Noctowl
297,394,394,Seedot,Mega Absol,Mega Absol
260,358,260,Magby,Grumpig,Magby
429,475,429,Deoxys Normal Forme,Buneary,Deoxys Normal Forme
546,416,546,Giratina Origin Forme,Regice,Giratina Origin Forme
174,224,174,Croconaw,Steelix,Croconaw
65,173,65,Arcanine,Totodile,Arcanine
793,247,793,Xerneas,Houndour,Xerneas
530,437,437,Dusknoir,Monferno,Monferno
154,650,154,Aerodactyl,Karrablast,Aerodactyl
627,150,150,Carracosta,Omanyte,Omanyte
47,334,334,Zubat,Mega Aggron,Mega Aggron
146,660,660,Vaporeon,Ferrothorn,Ferrothorn
348,105,348,Carvanha,Drowzee,Carvanha
712,575,712,Kyurem Black Kyurem,Panpour,Kyurem Black Kyurem
602,728,728,Swadloon,Bunnelby,Bunnelby
523,461,523,Glaceon,Wormadam Trash Cloak,Glaceon
347,526,526,Swalot,Porygon-Z,Porygon-Z
579,373,579,Pidove,Whiscash,Pidove
2,214,214,Ivysaur,Murkrow,Murkrow
10,596,596,Squirtle,Tympole,Tympole
531,762,531,Froslass,Dragalge,Froslass
430,516,430,DeoxysAttack Forme,Rhyperior,DeoxysAttack Forme
305,400,305,Kirlia,Sealeo,Kirlia
158,258,158,Zapdos,Smoochum,Zapdos
528,38,528,Mega Gallade,Nidoran♂,Mega Gallade
54,600,600,Venonat,Sawk,Sawk
424,728,424,Groudon,Bunnelby,Groudon
232,333,232,Heracross,Aggron,Heracross
162,114,162,Dragonite,Marowak,Dragonite
59,118,59,Persian,Koffing,Persian
632,742,742,Zorua,Gogoat,Gogoat
488,708,708,Mime Jr.,Zekrom,Zekrom
180,690,690,Ledyba,Braviary,Braviary
129,423,423,Seaking,Primal Kyogre,Primal Kyogre
162,439,162,Dragonite,Piplup,Dragonite
592,267,267,Mega Audino,Pupitar,Pupitar
727,219,727,Greninja,Girafarig,Greninja
707,764,707,Reshiram,Clawitzer,Reshiram
537,525,537,Mow Rotom,Mamoswine,Mow Rotom
798,672,672,Hoopa Confined,Axew,Axew
6,47,6,Charmeleon,Zubat,Charmeleon
421,225,421,Mega Latios,Mega Steelix,Mega Latios
703,732,732,Tornadus Incarnate Forme,Talonflame,Talonflame
743,248,248,Pancham,Houndoom,Houndoom
773,454,773,Dedenne,Cranidos,Dedenne
286,680,286,Mightyena,Stunfisk,Mightyena
541,302,541,Dialga,Wingull,Dialga
210,686,686,Wooper,Pawniard,Pawniard
503,62,503,Drapion,Mankey,Drapion
423,734,423,Primal Kyogre,Spewpa,Primal Kyogre
280,524,280,Mega Blaziken,Gliscor,Mega Blaziken
116,681,116,Hitmonchan,Mienfoo,Hitmonchan
365,680,680,Swablu,Stunfisk,Stunfisk
330,664,664,Mega Mawile,Tynamo,Tynamo
462,463,463,Mothim,Combee,Combee
242,325,242,Remoraid,Skitty,Remoraid
131,340,340,Starmie,Mega Manectric,Mega Manectric
713,794,794,Kyurem White Kyurem,Yveltal,Yveltal
234,667,234,Sneasel,Elgyem,Sneasel
270,772,772,Lugia,Hawlucha,Hawlucha
200,393,393,Azumarill,Absol,Absol
181,351,181,Ledian,Wailmer,Ledian
546,350,350,Giratina Origin Forme,Mega Sharpedo,Mega Sharpedo
665,39,39,Eelektrik,Nidorino,Nidorino
475,402,475,Buneary,Clamperl,Buneary
383,722,383,Milotic,Fennekin,Milotic
401,580,580,Walrein,Tranquill,Tranquill
123,609,123,Tangela,Petilil,Tangela
502,123,502,Skorupi,Tangela,Skorupi
98,537,537,Shellder,Mow Rotom,Mow Rotom
565,716,716,Watchog,Meloetta Aria Forme,Meloetta Aria Forme
512,100,512,Mega Abomasnow,Gastly,Mega Abomasnow
240,93,93,Piloswine,Dodrio,Dodrio
646,468,646,Vanilluxe,Cherubi,Vanilluxe
89,470,89,Magnemite,Shellos,Magnemite
438,284,438,Infernape,Mega Swampert,Infernape
125,31,125,Mega Kangaskhan,Pikachu,Mega Kangaskhan
570,222,570,Liepard,Dunsparce,Liepard
350,512,512,Mega Sharpedo,Mega Abomasnow,Mega Abomasnow
643,42,643,Swanna,Clefable,Swanna
560,316,316,Emboar,Ninjask,Ninjask
715,343,715,Keldeo Resolute Forme,Volbeat,Keldeo Resolute Forme
126,622,126,Horsea,Scrafty,Horsea
278,184,184,Combusken,Crobat,Crobat
604,130,130,Venipede,Staryu,Staryu
558,573,573,Tepig,Pansear,Pansear
411,220,411,Beldum,Pineco,Beldum
132,181,132,Mr. Mime,Ledian,Mr. Mime
592,748,748,Mega Audino,Meowstic Female,Meowstic Female
709,260,709,Landorus Incarnate Forme,Magby,Landorus Incarnate Forme
515,598,598,Lickilicky,Seismitoad,Seismitoad
576,530,576,Simipour,Dusknoir,Simipour
512,205,512,Mega Abomasnow,Jumpluff,Mega Abomasnow
268,458,268,Tyranitar,Burmy,Tyranitar
633,113,633,Zoroark,Cubone,Zoroark
368,101,101,Zangoose,Haunter,Haunter
371,61,61,Solrock,Golduck,Golduck
248,339,339,Houndoom,Manectric,Manectric
256,30,30,Tyrogue,Arbok,Arbok
691,593,691,Vullaby,Timburr,Vullaby
118,349,349,Koffing,Sharpedo,Sharpedo
216,30,216,Misdreavus,Arbok,Misdreavus
540,545,540,Azelf,Giratina Altered Forme,Azelf
664,13,13,Tynamo,Mega Blastoise,Mega Blastoise
292,52,52,Cascoon,Paras,Paras
120,256,256,Rhyhorn,Tyrogue,Tyrogue
178,456,178,Hoothoot,Shieldon,Hoothoot
148,343,343,Flareon,Volbeat,Volbeat
693,68,68,Heatmor,Poliwrath,Poliwrath
547,719,547,Cresselia,Chespin,Cresselia
93,738,93,Dodrio,Flabébé,Dodrio
664,398,398,Tynamo,Mega Glalie,Mega Glalie
347,589,589,Swalot,Drilbur,Drilbur
222,568,568,Dunsparce,Stoutland,Stoutland
349,425,349,Sharpedo,Primal Groudon,Sharpedo
166,559,166,Mew,Pignite,Mew
50,306,306,Gloom,Gardevoir,Gardevoir
361,716,716,Vibrava,Meloetta Aria Forme,Meloetta Aria Forme
226,509,226,Snubbull,Mantyke,Snubbull
2,594,2,Ivysaur,Gurdurr,Ivysaur
50,134,134,Gloom,Jynx,Jynx
459,111,111,Wormadam Plant Cloak,Exeggcute,Exeggcute
667,96,667,Elgyem,Grimer,Elgyem
260,215,215,Magby,Slowking,Slowking
380,694,694,Anorith,Durant,Durant
496,485,496,Munchlax,Bronzor,Munchlax
310,153,153,Shroomish,Kabutops,Kabutops
349,663,349,Sharpedo,Klinklang,Sharpedo
516,130,516,Rhyperior,Staryu,Rhyperior
783,681,783,Pumpkaboo Large Size,Mienfoo,Pumpkaboo Large Size
657,355,355,Joltik,Mega Camerupt,Mega Camerupt
549,100,549,Manaphy,Gastly,Manaphy
462,690,690,Mothim,Braviary,Braviary
112,465,465,Exeggutor,Pachirisu,Pachirisu
117,370,370,Lickitung,Lunatone,Lunatone
549,54,549,Manaphy,Venonat,Manaphy
478,593,478,Mismagius,Timburr,Mismagius
497,280,280,Riolu,Mega Blaziken,Mega Blaziken
766,591,766,Heliolisk,Audino,Heliolisk
677,17,677,Cryogonal,Weedle,Cryogonal
251,259,251,Phanpy,Elekid,Phanpy
53,494,494,Parasect,Garchomp,Garchomp
746,494,494,Espurr,Garchomp,Garchomp
475,723,475,Buneary,Braixen,Buneary
305,238,305,Kirlia,Magcargo,Kirlia
288,524,288,Linoone,Gliscor,Linoone
751,45,751,Aegislash Blade Forme,Jigglypuff,Aegislash Blade Forme
291,470,291,Beautifly,Shellos,Beautifly
154,325,154,Aerodactyl,Skitty,Aerodactyl
638,359,638,Gothitelle,Spinda,Gothitelle
604,233,233,Venipede,Mega Heracross,Mega Heracross
19,369,19,Beedrill,Seviper,Beedrill
526,203,526,Porygon-Z,Hoppip,Porygon-Z
129,695,129,Seaking,Deino,Seaking
215,719,719,Slowking,Chespin,Chespin
518,118,518,Electivire,Koffing,Electivire
127,287,127,Seadra,Zigzagoon,Seadra
559,214,214,Pignite,Murkrow,Murkrow
762,86,762,Dragalge,Slowpoke,Dragalge
557,501,557,Serperior,Hippowdon,Serperior
282,605,282,Marshtomp,Whirlipede,Marshtomp
307,149,307,Mega Gardevoir,Porygon,Mega Gardevoir
425,390,425,Primal Groudon,Dusclops,Primal Groudon
612,731,731,Sandile,Fletchinder,Fletchinder
387,311,311,Banette,Breloom,Breloom
143,116,116,Lapras,Hitmonchan,Hitmonchan
340,268,340,Mega Manectric,Tyranitar,Mega Manectric
14,162,162,Caterpie,Dragonite,Dragonite
570,492,570,Liepard,Gible,Liepard
549,127,549,Manaphy,Seadra,Manaphy
484,212,212,Skuntank,Espeon,Espeon
524,222,524,Gliscor,Dunsparce,Gliscor
400,151,151,Sealeo,Omastar,Omastar
375,255,255,Crawdaunt,Smeargle,Smeargle
738,176,738,Flabébé,Sentret,Flabébé
116,490,490,Hitmonchan,Chatot,Chatot
2,394,394,Ivysaur,Mega Absol,Mega Absol
369,505,505,Seviper,Toxicroak,Toxicroak
283,254,254,Swampert,Stantler,Stantler
545,241,545,Giratina Altered Forme,Corsola,Giratina Altered Forme
49,268,268,Oddish,Tyranitar,Tyranitar
522,177,522,Leafeon,Furret,Leafeon
699,225,225,Volcarona,Mega Steelix,Mega Steelix
160,398,398,Dratini,Mega Glalie,Mega Glalie
579,691,691,Pidove,Vullaby,Vullaby
337,494,494,Mega Medicham,Garchomp,Garchomp
465,536,465,Pachirisu,Fan Rotom,Pachirisu
768,738,768,Tyrantrum,Flabébé,Tyrantrum
541,233,541,Dialga,Mega Heracross,Dialga
462,259,259,Mothim,Elekid,Elekid
569,796,569,Purrloin,Diancie,Purrloin
145,148,148,Eevee,Flareon,Flareon
306,290,306,Gardevoir,Silcoon,Gardevoir
581,549,549,Unfezant,Manaphy,Manaphy
81,70,81,Geodude,Kadabra,Geodude
179,517,179,Noctowl,Tangrowth,Noctowl
147,629,147,Jolteon,Archeops,Jolteon
274,302,274,Grovyle,Wingull,Grovyle
621,271,271,Scraggy,Ho-oh,Ho-oh
669,318,318,Litwick,Whismur,Whismur
533,754,533,Heat Rotom,Aromatisse,Heat Rotom
487,527,527,Bonsly,Gallade,Gallade
385,160,160,Kecleon,Dratini,Dratini
49,636,636,Oddish,Gothita,Gothita
793,372,793,Xerneas,Barboach,Xerneas
93,477,477,Dodrio,Mega Lopunny,Mega Lopunny
572,353,572,Simisage,Numel,Simisage
422,132,132,Kyogre,Mr. Mime,Mr. Mime
296,599,296,Ludicolo,Throh,Ludicolo
771,323,771,Sylveon,Azurill,Sylveon
385,323,385,Kecleon,Azurill,Kecleon
523,519,519,Glaceon,Magmortar,Magmortar
390,747,747,Dusclops,Meowstic Male,Meowstic Male
698,98,698,Larvesta,Shellder,Larvesta
472,295,472,Ambipom,Lombre,Ambipom
667,797,797,Elgyem,Mega Diancie,Mega Diancie
643,620,643,Swanna,Crustle,Swanna
450,700,700,Luxio,Cobalion,Cobalion
583,450,583,Zebstrika,Luxio,Zebstrika
247,7,7,Houndour,Charizard,Charizard
614,638,614,Krookodile,Gothitelle,Krookodile
15,182,182,Metapod,Spinarak,Spinarak
624,68,68,Yamask,Poliwrath,Poliwrath
281,716,716,Mudkip,Meloetta Aria Forme,Meloetta Aria Forme
167,761,167,Chikorita,Skrelp,Chikorita
157,141,157,Articuno,Gyarados,Articuno
175,697,697,Feraligatr,Hydreigon,Hydreigon
791,85,85,Noibat,Rapidash,Rapidash
54,214,214,Venonat,Murkrow,Murkrow
50,406,50,Gloom,Luvdisc,Gloom
585,463,585,Boldore,Combee,Boldore
675,343,343,Cubchoo,Volbeat,Volbeat
369,392,392,Seviper,Chimecho,Chimecho
30,198,30,Arbok,Bellossom,Arbok
406,403,403,Luvdisc,Huntail,Huntail
627,173,173,Carracosta,Totodile,Totodile
671,395,671,Chandelure,Wynaut,Chandelure
359,657,657,Spinda,Joltik,Joltik
117,707,707,Lickitung,Reshiram,Reshiram
654,164,654,Frillish,Mega Mewtwo X,Frillish
86,377,86,Slowpoke,Claydol,Slowpoke
699,454,699,Volcarona,Cranidos,Volcarona
440,615,615,Prinplup,Darumaka,Darumaka
406,542,542,Luvdisc,Palkia,Palkia
604,142,142,Venipede,Mega Gyarados,Mega Gyarados
231,209,209,Shuckle,Yanma,Yanma
441,337,337,Empoleon,Mega Medicham,Mega Medicham
116,790,116,Hitmonchan,Avalugg,Hitmonchan
305,752,752,Kirlia,Aegislash Shield Forme,Aegislash Shield Forme
40,226,40,Nidoking,Snubbull,Nidoking
514,602,514,Magnezone,Swadloon,Magnezone
629,74,629,Archeops,Machoke,Archeops
217,628,628,Unown,Archen,Archen
261,24,24,Miltank,Mega Pidgeot,Mega Pidgeot
613,189,613,Krokorok,Igglybuff,Krokorok
597,386,597,Palpitoad,Shuppet,Palpitoad
555,682,682,Snivy,Mienshao,Mienshao
165,515,165,Mega Mewtwo Y,Lickilicky,Mega Mewtwo Y
766,395,766,Heliolisk,Wynaut,Heliolisk
493,378,493,Gabite,Lileep,Gabite
339,460,339,Manectric,Wormadam Sandy Cloak,Manectric
47,711,711,Zubat,Kyurem,Kyurem
619,451,451,Dwebble,Luxray,Luxray
105,599,599,Drowzee,Throh,Throh
692,126,692,Mandibuzz,Horsea,Mandibuzz
74,693,693,Machoke,Heatmor,Heatmor
45,315,315,Jigglypuff,Nincada,Nincada
596,770,596,Tympole,Aurorus,Tympole
595,392,392,Conkeldurr,Chimecho,Chimecho
102,54,102,Gengar,Venonat,Gengar
742,666,742,Gogoat,Eelektross,Gogoat
343,407,343,Volbeat,Bagon,Volbeat
438,604,438,Infernape,Venipede,Infernape
111,294,111,Exeggcute,Lotad,Exeggcute
468,342,342,Cherubi,Minun,Minun
528,794,794,Mega Gallade,Yveltal,Yveltal
513,461,513,Weavile,Wormadam Trash Cloak,Weavile
424,604,424,Groudon,Venipede,Groudon
383,536,536,Milotic,Fan Rotom,Fan Rotom
56,795,795,Diglett,Zygarde Half Forme,Zygarde Half Forme
292,246,246,Cascoon,Skarmory,Skarmory
593,332,332,Timburr,Lairon,Lairon
352,697,697,Wailord,Hydreigon,Hydreigon
520,184,184,Togekiss,Crobat,Crobat
504,426,426,Croagunk,Rayquaza,Rayquaza
21,602,21,Pidgey,Swadloon,Pidgey
343,622,343,Volbeat,Scrafty,Volbeat
224,228,228,Steelix,Qwilfish,Qwilfish
160,354,160,Dratini,Camerupt,Dratini
490,24,24,Chatot,Mega Pidgeot,Mega Pidgeot
158,274,158,Zapdos,Grovyle,Zapdos
713,331,713,Kyurem White Kyurem,Aron,Kyurem White Kyurem
414,518,414,Mega Metagross,Electivire,Mega Metagross
141,538,538,Gyarados,Uxie,Uxie
713,218,713,Kyurem White Kyurem,Wobbuffet,Kyurem White Kyurem
273,765,765,Treecko,Helioptile,Helioptile
97,701,701,Muk,Terrakion,Terrakion
603,452,603,Leavanny,Budew,Leavanny
514,640,514,Magnezone,Duosion,Magnezone
542,615,542,Palkia,Darumaka,Palkia
63,399,63,,Spheal,
676,142,142,Beartic,Mega Gyarados,Mega Gyarados
274,615,615,Grovyle,Darumaka,Darumaka
792,498,792,Noivern,Lucario,Noivern
586,751,751,Gigalith,Aegislash Blade Forme,Aegislash Blade Forme
495,489,495,Mega Garchomp,Happiny,Mega Garchomp
280,83,280,Mega Blaziken,Golem,Mega Blaziken
291,54,291,Beautifly,Venonat,Beautifly
73,415,415,Machop,Regirock,Regirock
531,659,531,Froslass,Ferroseed,Froslass
230,674,674,Mega Scizor,Haxorus,Haxorus
455,531,531,Rampardos,Froslass,Froslass
662,382,662,Klang,Feebas,Klang
464,751,751,Vespiquen,Aegislash Blade Forme,Aegislash Blade Forme
572,102,102,Simisage,Gengar,Gengar
213,232,232,Umbreon,Heracross,Heracross
591,100,100,Audino,Gastly,Gastly
470,258,258,Shellos,Smoochum,Smoochum
720,243,720,Quilladin,Octillery,Quilladin
381,783,783,Armaldo,Pumpkaboo Large Size,Pumpkaboo Large Size
157,525,157,Articuno,Mamoswine,Articuno
1,687,687,Bulbasaur,Bisharp,Bisharp
376,301,301,Baltoy,Swellow,Swellow
665,567,567,Eelektrik,Herdier,Herdier
790,124,124,Avalugg,Kangaskhan,Kangaskhan
356,436,436,Torkoal,Chimchar,Chimchar
715,442,715,Keldeo Resolute Forme,Starly,Keldeo Resolute Forme
415,732,415,Regirock,Talonflame,Regirock
216,195,216,Misdreavus,Flaaffy,Misdreavus
520,700,700,Togekiss,Cobalion,Cobalion
191,116,116,Togetic,Hitmonchan,Hitmonchan
227,573,573,Granbull,Pansear,Pansear
83,742,742,Golem,Gogoat,Gogoat
661,366,366,Klink,Altaria,Altaria
767,15,767,Tyrunt,Metapod,Tyrunt
567,217,567,Herdier,Unown,Herdier
276,619,276,Mega Sceptile,Dwebble,Mega Sceptile
371,31,31,Solrock,Pikachu,Pikachu
163,470,163,Mewtwo,Shellos,Mewtwo
696,576,576,Zweilous,Simipour,Simipour
163,132,163,Mewtwo,Mr. Mime,Mewtwo
496,319,496,Munchlax,Loudred,Munchlax
676,614,614,Beartic,Krookodile,Krookodile
164,141,164,Mega Mewtwo X,Gyarados,Mega Mewtwo X
639,562,562,Solosis,Dewott,Dewott
138,233,138,Mega Pinsir,Mega Heracross,Mega Pinsir
283,413,413,Swampert,Metagross,Metagross
227,32,32,Granbull,Raichu,Raichu
606,360,606,  Scolipede  ,Trapinch,  Scolipede  
429,375,429,Deoxys Normal Forme,Crawdaunt,Deoxys Normal Forme
286,21,286,Mightyena,Pidgey,Mightyena
800,422,422,Volcanion,Kyogre,Kyogre
498,199,498,Lucario,Marill,Lucario
214,380,214,Murkrow,Anorith,Murkrow
679,94,679,Accelgor,Seel,Accelgor
602,150,602,Swadloon,Omanyte,Swadloon
163,675,163,Mewtwo,Cubchoo,Mewtwo
684,467,467,Golett,Floatzel,Floatzel
368,376,368,Zangoose,Baltoy,Zangoose
137,153,137,Pinsir,Kabutops,Pinsir
744,248,248,Pangoro,Houndoom,Houndoom
283,336,336,Swampert,Medicham,Medicham
282,288,288,Marshtomp,Linoone,Linoone
710,646,710,Landorus Therian Forme,Vanilluxe,Landorus Therian Forme
713,250,713,Kyurem White Kyurem,Kingdra,Kyurem White Kyurem
654,56,56,Frillish,Diglett,Diglett
1,557,557,Bulbasaur,Serperior,Serperior
543,762,543,Heatran,Dragalge,Heatran
130,341,341,Staryu,Plusle,Plusle
65,523,65,Arcanine,Glaceon,Arcanine
175,563,175,Feraligatr,Samurott,Feraligatr
157,25,157,Articuno,Rattata,Articuno
308,110,110,Surskit,Electrode,Electrode
107,213,213,Krabby,Umbreon,Umbreon
150,717,717,Omanyte,Meloetta Pirouette Forme,Meloetta Pirouette Forme
5,117,5,Charmander,Lickitung,Charmander
173,576,576,Totodile,Simipour,Simipour
296,412,296,Ludicolo,Metang,Ludicolo
749,682,682,Honedge,Mienshao,Mienshao
285,44,44,Poochyena,Ninetales,Ninetales
494,384,494,Garchomp,Castform,Garchomp
31,692,31,Pikachu,Mandibuzz,Pikachu
657,402,657,Joltik,Clamperl,Joltik
483,678,483,Stunky,Shelmet,Stunky
372,607,607,Barboach,Cottonee,Cottonee
734,724,724,Spewpa,Delphox,Delphox
268,441,268,Tyranitar,Empoleon,Tyranitar
192,21,192,Natu,Pidgey,Natu
62,576,576,Mankey,Simipour,Simipour
369,447,369,Seviper,Kricketot,Seviper
344,323,344,Illumise,Azurill,Illumise
299,410,410,Shiftry,Mega Salamence,Mega Salamence
689,137,137,Rufflet,Pinsir,Pinsir
426,83,426,Rayquaza,Golem,Rayquaza
4,307,307,Mega Venusaur,Mega Gardevoir,Mega Gardevoir
54,460,54,Venonat,Wormadam Sandy Cloak,Venonat
717,177,717,Meloetta Pirouette Forme,Furret,Meloetta Pirouette Forme
118,739,739,Koffing,Floette,Floette
350,4,350,Mega Sharpedo,Mega Venusaur,Mega Sharpedo
325,299,299,Skitty,Shiftry,Shiftry
327,406,406,Sableye,Luvdisc,Luvdisc
491,642,642,Spiritomb,Ducklett,Ducklett
763,490,490,Clauncher,Chatot,Chatot
694,565,694,Durant,Watchog,Durant
199,231,199,Marill,Shuckle,Marill
16,55,55,Butterfree,Venomoth,Venomoth
451,598,598,Luxray,Seismitoad,Seismitoad
52,6,6,Paras,Charmeleon,Charmeleon
788,428,428,Gourgeist Super Size,Jirachi,Jirachi
484,451,484,Skuntank,Luxray,Skuntank
101,518,518,Haunter,Electivire,Electivire
249,797,249,Mega Houndoom,Mega Diancie,Mega Houndoom
670,131,131,Lampent,Starmie,Starmie
715,73,715,Keldeo Resolute Forme,Machop,Keldeo Resolute Forme
789,156,156,Bergmite,Snorlax,Snorlax
350,749,350,Mega Sharpedo,Honedge,Mega Sharpedo
551,772,772,Shaymin Land Forme,Hawlucha,Hawlucha
368,344,368,Zangoose,Illumise,Zangoose
232,405,232,Heracross,Relicanth,Heracross
421,156,421,Mega Latios,Snorlax,Mega Latios
103,465,103,Mega Gengar,Pachirisu,Mega Gengar
581,299,581,Unfezant,Shiftry,Unfezant
743,421,421,Pancham,Mega Latios,Mega Latios
171,455,455,Quilava,Rampardos,Rampardos
142,562,142,Mega Gyarados,Dewott,Mega Gyarados
656,37,37,Alomomola,Nidoqueen,Nidoqueen
680,721,721,Stunfisk,Chesnaught,Chesnaught
362,528,528,Flygon,Mega Gallade,Mega Gallade
453,561,453,Roserade,Oshawott,Roserade
344,173,344,Illumise,Totodile,Illumise
526,701,701,Porygon-Z,Terrakion,Terrakion
525,81,525,Mamoswine,Geodude,Mamoswine
365,244,244,Swablu,Delibird,Delibird
295,290,295,Lombre,Silcoon,Lombre
307,113,307,Mega Gardevoir,Cubone,Mega Gardevoir
595,401,401,Conkeldurr,Walrein,Walrein
549,600,549,Manaphy,Sawk,Manaphy
243,197,197,Octillery,Mega Ampharos,Mega Ampharos
703,426,703,Tornadus Incarnate Forme,Rayquaza,Tornadus Incarnate Forme
587,461,461,Woobat,Wormadam Trash Cloak,Wormadam Trash Cloak
82,278,278,Graveler,Combusken,Combusken
583,545,583,Zebstrika,Giratina Altered Forme,Zebstrika
420,394,394,Latios,Mega Absol,Mega Absol
131,513,513,Starmie,Weavile,Weavile
375,505,505,Crawdaunt,Toxicroak,Toxicroak
209,115,209,Yanma,Hitmonlee,Yanma
